Idade;Faixa idade;Gênero;Cor/raca/etnia;Estado onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Cargo Atual;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?
26;25-29;Masculino;Branca;Espírito Santo (ES);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Menos de 1 ano
29;25-29;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;de 5 a 6 anos
34;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
31;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 3 a 4 anos
39;35-39;Feminino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Menos de 1 ano
37;35-39;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;de 1 a 2 anos
25;25-29;Masculino;Branca;Piauí (PI);Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Trabalho na área Acadêmica/Pesquisador;;;;
27;25-29;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Parda;Minas Gerais (MG);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);;de R$ 6.001/mês a R$ 8.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37;35-39;Feminino;Parda;Tocantins (TO);Norte;Não tenho graduação formal;;Empreendedor ou Empregado (CNPJ);Outra Opção;de R$ 1.001/mês a R$ 2.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24;22-24;Masculino;Branca;Minas Gerais (MG);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 2.001/mês a R$ 3.000/mês;de 3 a 4 anos;de 1 a 2 anos
25;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 1 a 2 anos
28;25-29;Masculino;Parda;Paraná (PR);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Cientista de Dados/Data Scientist;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;de 5 a 6 anos
42;40-44;Masculino;Preta;São Paulo (SP);Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;de 5 a 6 anos
29;25-29;Masculino;Branca;Santa Catarina (SC);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 30.001/mês a R$ 40.000/mês;de 4 a 6 anos;de 1 a 2 anos
31;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Parda;Distrito Federal (DF);Centro-oeste;Graduação/Bacharelado;Outra opção;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
54;50-54;Feminino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Outra opção;Somente Estudante (graduação);;;;
34;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Mestrado;Ciências Sociais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 20.001/mês a R$ 25.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Mestrado;Química / Física;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Prefiro não informar;Prefiro não informar;São Paulo (SP);Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Desempregado, buscando recolocação;;;;
25;25-29;Feminino;Parda;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Menos de 1 ano
33;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Outra opção;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano
30;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Química / Física;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Masculino;Branca;Rio Grande do Norte (RN);Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24;22-24;Masculino;Branca;Paraná (PR);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos
32;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Suporte/Analista Técnico;de R$ 3.001/mês a R$ 4.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
72;55+;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Prefiro não informar;;Desempregado, buscando recolocação;;;;
18;17-21;Masculino;Parda;Rio Grande do Norte (RN);Nordeste;Não tenho graduação formal;;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
38;35-39;Masculino;Branca;Santa Catarina (SC);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Mais de 10 anos
20;17-21;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Feminino;Branca;Rio de Janeiro (RJ);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
28;25-29;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Outra opção;Empreendedor ou Empregado (CNPJ);Cientista de Dados/Data Scientist;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Branca;Santa Catarina (SC);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;de 1 a 2 anos
31;30-34;Masculino;Branca;Rio Grande do Sul (RS);Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Doutorado ou Phd;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Ciências Sociais;Estagiário;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;de 1 a 2 anos
30;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;Menos de 1 ano
25;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;de 7 a 10 anos
27;25-29;Feminino;Parda;Goiás (GO);Centro-oeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Analytics Engineer;de R$ 6.001/mês a R$ 8.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
25;25-29;Masculino;Amarela;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34;30-34;Feminino;Parda;Distrito Federal (DF);Centro-oeste;Pós-graduação;Outra opção;Servidor Público;Outra Opção;de R$ 3.001/mês a R$ 4.000/mês;Mais de 10 anos;de 1 a 2 anos
30;30-34;Outro;Preta;Mato Grosso (MT);Centro-oeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Analista de BI/BI Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
33;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
40;40-44;Feminino;Branca;Goiás (GO);Centro-oeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Outra Opção;de R$ 2.001/mês a R$ 3.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Menos de 1 ano
47;45-49;Masculino;Branca;Minas Gerais (MG);Sudeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;de 1 a 2 anos
28;25-29;Masculino;Parda;Ceará (CE);Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analytics Engineer;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
36;35-39;Masculino;Preta;Minas Gerais (MG);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Freelancer;Analista de Dados/Data Analyst;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 3 a 4 anos
30;30-34;Feminino;Parda;São Paulo (SP);Sudeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
20;17-21;Feminino;Preta;Goiás (GO);Centro-oeste;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empreendedor ou Empregado (CNPJ);Analista de Negócios/Business Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34;30-34;Masculino;Preta;Bahia (BA);Nordeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;de 1 a 2 anos
37;35-39;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Outra Opção;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
46;45-49;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Branca;Amazonas (AM);Norte;Doutorado ou Phd;Química / Física;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39;35-39;Masculino;Branca;São Paulo (SP);Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Preta;Santa Catarina (SC);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos
36;35-39;Masculino;Parda;Minas Gerais (MG);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Outra Opção;de R$ 12.001/mês a R$ 16.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Branca;Mato Grosso (MT);Centro-oeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Masculino;Preta;Bahia (BA);Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
26;25-29;Masculino;Parda;Paraná (PR);Sul;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Inteligência de Mercado/Market Intelligence;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
